m-4-TTT117-stima.csv,0,R-1-TTT075-rinta.csv,1
m-4-TTT076-plimu.csv,0,R-3-TTT086-yurdo.csv,1
m-1-TTT088-manla.csv,0,d-1-TTT095-dumi.csv,1
m-3-TTT012-yumo.csv,0,t-4-TTT080-niostu.csv,1
m-3-TTT081-momin.csv,0,R-4-TTT095-flirnant.csv,1
m-1-TTT004-messin.csv,0,n-1-TTT085-nursin.csv,1
m-4-TTT079-ninrmi.csv,0,l-1-TTT002-lamprou.csv,1
m-4-TTT085-blimant.csv,0,f-1-TTT002-faptant.csv,1
m-4-TTT088-rormin.csv,0,m-4-TTT013-frumin.csv,0
m-1-TTT092-marvin.csv,0,s-1-TTT082-sirta.csv,1
m-3-TTT083-namin.csv,0,m-3-TTT095-dumi.csv,0
m-3-TTT079-moumo.csv,0,m-3-TTT002-dumou.csv,0
m-1-TTT013-manlin.csv,0,g-1-TTT080-granguin.csv,1
m-3-TTT013-romou.csv,0,R-4-TTT045-trinrji.csv,1
m-3-TTT092-famin.csv,0,R-2-TTT001-pribin.csv,1
m-4-TTT088-rormin.csv,0,k-1-TTT079-clango.csv,1
m-1-TTT084-miyou.csv,0,b-1-TTT081-borin.csv,1
m-3-TTT012-yumo.csv,0,b-1-TTT086-banrjin.csv,1
m-1-TTT045-minla.csv,0,g-4-TTT086-bregrant.csv,1
m-1-TTT082-manfri.csv,0,n-4-TTT082-bruno.csv,1
m-1-TTT076-mecho.csv,0,k-4-TTT012-crancou.csv,1
m-1-TTT076-mecho.csv,0,k-3-TTT084-lucou.csv,1
m-4-TTT012-flomant.csv,0,Z-1-TTT002-jaillin.csv,1
m-1-TTT085-morvu.csv,0,v-3-TTT080-panvu.csv,1
m-1-TTT082-manfri.csv,0,R-4-TTT079-jufrant.csv,1
m-1-TTT085-morvu.csv,0,v-3-TTT004-pova.csv,1
m-1-TTT076-mecho.csv,0,t-1-TTT045-turant.csv,1
m-1-TTT004-mouilli.csv,0,k-3-TTT089-sictou.csv,1
m-1-TTT080-mouchu.csv,0,m-3-TTT093-zama.csv,0
m-4-TTT012-lanrmant.csv,0,s-1-TTT012-stounio.csv,1
m-3-TTT002-guma.csv,0,b-5-TTT117-florbou.csv,1
m-3-TTT079-moumo.csv,0,s-1-TTT090-sanksant.csv,1
m-1-TTT002-manli.csv,0,d-1-TTT089-drezin.csv,1
m-3-TTT083-namin.csv,0,m-4-TTT085-blimant.csv,0
m-1-TTT075-messo.csv,0,z-1-TTT085-zernou.csv,1
m-3-TTT082-duma.csv,0,Z-4-TTT001-farjo.csv,1
m-3-TTT045-semin.csv,0,m-1-TTT011-midu.csv,0
m-3-TTT002-guma.csv,0,m-1-TTT095-mourdi.csv,0
m-1-TTT088-manla.csv,0,m-4-TTT082-furmin.csv,0
m-4-TTT088-stemou.csv,0,k-3-TTT013-gueksant.csv,1
m-1-TTT011-muquin.csv,0,b-1-TTT082-blinchin.csv,1
