m-4-TTT117_stima.csv,0,R-1-TTT075_rinta.csv,1
m-4-TTT076_plimu.csv,0,R-3-TTT086_yurdo.csv,1
m-1-TTT088_manla.csv,0,d-1-TTT095_dumi.csv,1
m-3-TTT012_yumo.csv,0,t-4-TTT080_niostu.csv,1
m-3-TTT081_momin.csv,0,R-4-TTT095_flirnant.csv,1
m-1-TTT004_messin.csv,0,n-1-TTT085_nursin.csv,1
m-4-TTT079_ninrmi.csv,0,l-1-TTT002_lamprou.csv,1
m-4-TTT085_blimant.csv,0,f-1-TTT002_faptant.csv,1
m-4-TTT088_rormin.csv,0,m-4-TTT013_frumin.csv,0
m-1-TTT092_marvin.csv,0,s-1-TTT082_sirta.csv,1
m-3-TTT083_namin.csv,0,m-3-TTT095_dumi.csv,0
m-3-TTT079_moumo.csv,0,m-3-TTT002_dumou.csv,0
m-1-TTT013_manlin.csv,0,g-1-TTT080_granguin.csv,1
m-3-TTT013_romou.csv,0,R-4-TTT045_trinrji.csv,1
m-3-TTT092_famin.csv,0,R-2-TTT001_pribin.csv,1
m-4-TTT088_rormin.csv,0,k-1-TTT079_clango.csv,1
m-1-TTT084_miyou.csv,0,b-1-TTT081_borin.csv,1
m-3-TTT012_yumo.csv,0,b-1-TTT086_banrjin.csv,1
m-1-TTT045_minla.csv,0,g-4-TTT086_bregrant.csv,1
m-1-TTT082_manfri.csv,0,n-4-TTT082_bruno.csv,1
m-1-TTT076_mecho.csv,0,k-4-TTT012_crancou.csv,1
m-1-TTT076_mecho.csv,0,k-3-TTT084_lucou.csv,1
m-4-TTT012_flomant.csv,0,Z-1-TTT002_jaillin.csv,1
m-1-TTT085_morvu.csv,0,v-3-TTT080_panvu.csv,1
m-1-TTT082_manfri.csv,0,R-4-TTT079_jufrant.csv,1
m-1-TTT085_morvu.csv,0,v-3-TTT004_pova.csv,1
m-1-TTT076_mecho.csv,0,t-1-TTT045_turant.csv,1
m-1-TTT004_mouilli.csv,0,k-3-TTT089_sictou.csv,1
m-1-TTT080_mouchu.csv,0,m-3-TTT093_zama.csv,0
m-4-TTT012_lanrmant.csv,0,s-1-TTT012_stounio.csv,1
m-3-TTT002_guma.csv,0,b-5-TTT117_florbou.csv,1
m-3-TTT079_moumo.csv,0,s-1-TTT090_sanksant.csv,1
m-1-TTT002_manli.csv,0,d-1-TTT089_drezin.csv,1
m-3-TTT083_namin.csv,0,m-4-TTT085_blimant.csv,0
m-1-TTT075_messo.csv,0,z-1-TTT085_zernou.csv,1
m-3-TTT082_duma.csv,0,Z-4-TTT001_farjo.csv,1
m-3-TTT045_semin.csv,0,m-1-TTT011_midu.csv,0
m-3-TTT002_guma.csv,0,m-1-TTT095_mourdi.csv,0
m-1-TTT088_manla.csv,0,m-4-TTT082_furmin.csv,0
m-4-TTT088_stemou.csv,0,k-3-TTT013_gueksant.csv,1
m-1-TTT011_muquin.csv,0,b-1-TTT082_blinchin.csv,1
