g-4-TTT045-frangrou.csv,0,l-2-TTT001-clanu.csv,1
g-4-TTT088-draguin.csv,0,R-4-TTT093-buprou.csv,1
g-4-TTT084-brougla.csv,0,s-4-TTT079-spinscou.csv,1
g-3-TTT004-leguin.csv,0,v-5-TTT001-drorvou.csv,1
g-1-TTT117-gumin.csv,0,Z-4-TTT076-claji.csv,1
g-3-TTT013-yagui.csv,0,s-1-TTT076-senu.csv,1
g-3-TTT092-yugri.csv,0,s-2-TTT011-psira.csv,1
g-1-TTT012-grouto.csv,0,l-3-TTT002-manli.csv,1
g-1-TTT093-ganzi.csv,0,g-1-TTT092-gructo.csv,0
g-1-TTT002-gracu.csv,0,g-4-TTT079-clango.csv,0
g-3-TTT081-niegu.csv,0,g-3-TTT075-cogu.csv,0
g-3-TTT076-doglo.csv,0,d-4-TTT089-plidu.csv,1
g-1-TTT092-gonu.csv,0,l-2-TTT085-flagu.csv,1
g-1-TTT090-goni.csv,0,s-1-TTT075-scuna.csv,1
g-3-TTT076-doglo.csv,0,n-1-TTT086-nitin.csv,1
g-1-TTT011-gouvant.csv,0,R-3-TTT082-sirta.csv,1
g-1-TTT075-glunou.csv,0,d-1-TTT085-dasso.csv,1
g-3-TTT076-bougu.csv,0,Z-3-TTT002-nojin.csv,1
g-4-TTT012-bligla.csv,0,t-3-TTT076-jinto.csv,1
g-1-TTT076-grambi.csv,0,g-1-TTT095-glerant.csv,0
g-1-TTT012-gochou.csv,0,g-1-TTT011-gronu.csv,0
g-1-TTT090-goni.csv,0,f-1-TTT093-flircant.csv,1
g-3-TTT092-boga.csv,0,p-4-TTT011-dospi.csv,1
g-3-TTT084-goguin.csv,0,g-1-TTT001-guepo.csv,0
g-1-TTT012-grouto.csv,0,R-3-TTT083-lurna.csv,1
g-3-TTT089-mangru.csv,0,S-1-TTT001-cheilla.csv,1
g-3-TTT093-dangla.csv,0,p-2-TTT090-spassin.csv,1
g-1-TTT004-gambrin.csv,0,p-1-TTT085-plousto.csv,1
g-1-TTT093-ganzi.csv,0,p-1-TTT002-psinju.csv,1
g-1-TTT092-glouchou.csv,0,l-2-TTT012-plunou.csv,1
g-1-TTT081-groufru.csv,0,s-1-TTT001-squetu.csv,1
g-3-TTT079-chiglu.csv,0,g-1-TTT082-goupto.csv,0
g-3-TTT081-niegu.csv,0,R-4-TTT095-prara.csv,1
g-3-TTT093-dangla.csv,0,s-4-TTT001-mirsou.csv,1
g-3-TTT083-yegri.csv,0,b-3-TTT082-bubant.csv,1
g-3-TTT082-tegant.csv,0,l-1-TTT001-lambro.csv,1
g-1-TTT012-gochou.csv,0,b-1-TTT002-brounio.csv,1
